"죄종별","직업별","항목","단위","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년",
"체포·감금","기타","범죄자[명]","명","","77","214","193","48","115","115","25","138","242",
"체포·감금","무직자","범죄자[명]","명","182","207","190","182","244","384","416","389","395","377",
"체포·감금","미상","범죄자[명]","명","70","35","39","48","11","66","67","63","117","143",
"협박","계","범죄자[명]","명","3855","4732","4682","5160","9197","16825","16599","18337","22377","22507",
"협박","자영자","범죄자[명]","명","1067","1268","980","1084","2401","3571","3628","4291","4812","4134",
"협박","농.임.수산업","범죄자[명]","명","132","139","151","145","291","455","413","472","494","484",
"협박","광업","범죄자[명]","명","1","","1","","1","1","1","1","-","-",
"협박","제조업","범죄자[명]","명","20","27","18","17","46","55","61","78","80","63",
"협박","건설업","범죄자[명]","명","111","104","106","115","241","359","385","449","497","433",
"협박","도.소매업","범죄자[명]","명","53","65","18","17","61","60","49","35","49","15",
"협박","무역업","범죄자[명]","명","5","15","5","10","13","16","13","23","25","20",
"협박","요식업","범죄자[명]","명","47","74","44","42","72","168","142","148","164","118",
"협박","숙박업","범죄자[명]","명","11","11","12","5","21","22","22","27","35","25",
"협박","유흥업","범죄자[명]","명","33","37","22","22","36","53","41","70","55","47",
"협박","금융업","범죄자[명]","명","2","6","5","2","12","12","13","7","11","6",
"협박","부동산업","범죄자[명]","명","47","38","32","54","82","104","113","135","132","103",
"협박","의료보건업","범죄자[명]","명","6","1","1","4","3","5","4","8","5","3",
"협박","차량정비업","범죄자[명]","명","9","7","4","4","15","26","27","38","32","20",
"협박","노점","범죄자[명]","명","18","17","15","17","27","42","30","34","42","24",
"협박","행상","범죄자[명]","명","1","2","","","3","1","-","3","1","-",
"협박","기타사업","범죄자[명]","명","571","725","546","630","1477","2192","2314","2763","3190","2773",
"협박","피고용자","범죄자[명]","명","1219","1491","1322","1491","3268","6406","6438","6716","7383","6586",
"협박","교원(사립)","범죄자[명]","명","4","6","14","11","12","19","12","9","21","17",
"협박","사무원","범죄자[명]","명","11","4","13","13","18","24","27","31","32","26",
"협박","기술자","범죄자[명]","명","15","14","32","49","103","247","228","261","280","191",
"협박","점원","범죄자[명]","명","7","10","6","2","16","26","26","27","28","22",
"협박","공원","범죄자[명]","명","13","11","6","8","31","42","30","42","29","25",
"협박","운전사","범죄자[명]","명","145","197","164","197","432","949","995","969","1126","1048",
"협박","경비원","범죄자[명]","명","13","19","15","20","60","76","79","86","117","68",
"협박","외판원","범죄자[명]","명","6","18","9","11","25","42","59","42","60","50",
"협박","국공영기업체직원","범죄자[명]","명","15","4","3","1","5","5","4","6","7","2",
"협박","일반회사원","범죄자[명]","명","433","528","572","640","1292","2671","2628","2803","3213","3026",
"협박","금융기관직원","범죄자[명]","명","2","4","5","3","15","14","30","14","7","14",
"협박","유흥업종사자","범죄자[명]","명","21","18","6","7","9","29","22","23","34","20",
"협박","요식업종사자","범죄자[명]","명","30","37","33","34","79","141","109","140","152","110",
"협박","일용노동자","범죄자[명]","명","254","306","241","293","591","1004","974","954","912","770",
"협박","기타피고용자","범죄자[명]","명","250","315","203","202","580","1117","1215","1309","1365","1197",
"협박","전문직","범죄자[명]","명","141","180","146","142","326","508","563","579","612","564",
"협박","의사","범죄자[명]","명","9","16","9","11","21","43","39","34","45","33",
"협박","변호사","범죄자[명]","명","","8","9","5","3","4","11","11","9","10",
"협박","교수","범죄자[명]","명","6","24","7","7","11","20","8","10","21","19",
"협박","종교가","범죄자[명]","명","43","40","30","29","33","52","65","68","88","66",
"협박","언론인","범죄자[명]","명","2","6","7","2","5","19","22","18","19","19",
"협박","예술인","범죄자[명]","명","4","10","11","7","34","32","50","45","58","46",
"협박","기타전문직","범죄자[명]","명","77","76","73","81","219","338","368","393","372","371",
"협박","공무원","범죄자[명]","명","31","51","41","60","64","120","105","147","174","182",
"협박","기타","범죄자[명]","명","1397","612","969","1093","788","1780","1685","1287","2665","3865",
"협박","학생","범죄자[명]","명","105","196","144","181","261","520","562","686","777","739",
"협박","주부","범죄자[명]","명","103","110","97","134","198","295","251","326","396","338",
"협박","전경.의경","범죄자[명]","명","2","","","","1","1","-","2","-","-",
"협박","공익요원","범죄자[명]","명","3","5","11","4","13","26","8","24","18","11",
"협박","기타","범죄자[명]","명","","301","717","774","315","938","864","249","1474","2777",
"협박","무직자","범죄자[명]","명","764","941","978","1014","2165","3852","3690","4335","5311","5421",
"협박","미상","범죄자[명]","명","420","189","246","276","185","588","490","982","1420","1755",
"약취·유인","계","범죄자[명]","명","340","270","260","252","252","305","285","260","351","296",
"약취·유인","자영자","범죄자[명]","명","51","39","29","33","34","52","45","36","46","34",
"약취·유인","농.임.수산업","범죄자[명]","명","6","4","4","5","5","10","8","5","7","2",
"약취·유인","광업","범죄자[명]","명","","","","1","","","-","-","-","-",
"약취·유인","제조업","범죄자[명]","명","","","","","","2","-","-","-","-",
"약취·유인","건설업","범죄자[명]","명","","3","","1","3","1","4","1","-","-",
"약취·유인","도.소매업","범죄자[명]","명","7","4","","1","1","2","2","-","-","1",
"약취·유인","무역업","범죄자[명]","명","1","","1","","","","-","1","1","-",
"약취·유인","요식업","범죄자[명]","명","4","2","1","","1","1","1","3","1","-",
"약취·유인","숙박업","범죄자[명]","명","1","3","2","","","","-","-","3","1",
"약취·유인","유흥업","범죄자[명]","명","6","7","6","4","3","2","3","1","1","-",
"약취·유인","금융업","범죄자[명]","명","","","1","1","1","1","1","-","-","-",
"약취·유인","부동산업","범죄자[명]","명","","","1","","1","3","3","-","2","1",
"약취·유인","의료보건업","범죄자[명]","명","","","","","","","-","-","-","-",
"약취·유인","차량정비업","범죄자[명]","명","","2","","","1","","-","-","-","-",
"약취·유인","노점","범죄자[명]","명","","1","1","","1","1","1","-","1","-",
"약취·유인","행상","범죄자[명]","명","","","","","","","-","-","-","-",
"약취·유인","기타사업","범죄자[명]","명","26","13","12","20","17","29","22","25","30","29",
"약취·유인","피고용자","범죄자[명]","명","88","80","63","63","51","84","78","81","92","50",
"약취·유인","교원(사립)","범죄자[명]","명","","","","1","","","1","-","-","-",
"약취·유인","사무원","범죄자[명]","명","1","","","","","1","-","-","-","1",
"약취·유인","기술자","범죄자[명]","명","1","","","1","","1","2","1","3","2",
"약취·유인","점원","범죄자[명]","명","1","1","","1","","","1","2","-","-",
"약취·유인","공원","범죄자[명]","명","4","4","","2","","","1","1","-","1",
"약취·유인","운전사","범죄자[명]","명","11","8","7","9","3","9","7","9","7","4",
"약취·유인","경비원","범죄자[명]","명","1","1","","","","1","-","-","1","-",
"약취·유인","외판원","범죄자[명]","명","1","1","","3","","1","-","-","3","-",
"약취·유인","국공영기업체직원","범죄자[명]","명","","","","","","","-","-","-","-",
"약취·유인","일반회사원","범죄자[명]","명","26","29","28","30","28","39","37","37","50","22",
"약취·유인","금융기관직원","범죄자[명]","명","1","","","","","","1","1","1","1",
"약취·유인","유흥업종사자","범죄자[명]","명","2","1","2","","1","2","1","-","-","1",
"약취·유인","요식업종사자","범죄자[명]","명","4","2","3","","3","2","2","2","2","-",
"약취·유인","일용노동자","범죄자[명]","명","19","12","13","9","5","13","12","7","8","6",
"약취·유인","기타피고용자","범죄자[명]","명","16","21","10","7","11","15","13","21","17","12",
"약취·유인","전문직","범죄자[명]","명","7","8","9","7","15","11","9","12","27","16",
"약취·유인","의사","범죄자[명]","명","1","","1","1","2","1","1","-","4","4",
"약취·유인","변호사","범죄자[명]","명","","1","","","1","","-","-","2","-",
"약취·유인","교수","범죄자[명]","명","1","","2","","","","-","-","2","-",
"약취·유인","종교가","범죄자[명]","명","3","4","2","","5","","1","4","3","2",
"약취·유인","언론인","범죄자[명]","명","","","","","","","-","-","-","-",
"약취·유인","예술인","범죄자[명]","명","","1","","","1","1","-","1","1","1",
"약취·유인","기타전문직","범죄자[명]","명","2","2","4","6","6","9","7","7","15","9",
"약취·유인","공무원","범죄자[명]","명","1","","4","","1","1","5","3","3","2",
"약취·유인","기타","범죄자[명]","명","193","25","53","54","37","36","40","28","41","75",
"약취·유인","학생","범죄자[명]","명","19","8","14","10","13","9","19","11","13","23",
"약취·유인","주부","범죄자[명]","명","6","8","9","12","7","15","10","13","9","10",
"약취·유인","전경.의경","범죄자[명]","명","","","","1","","","-","-","-","-",
"약취·유인","공익요원","범죄자[명]","명","1","","","","1","1","-","-","2","-",
"약취·유인","기타","범죄자[명]","명","","9","30","31","16","11","11","4","17","42",
"약취·유인","무직자","범죄자[명]","명","145","110","70","73","103","107","98","83","106","83",
"약취·유인","미상","범죄자[명]","명","22","8","32","22","11","14","10","17","36","36",
"폭력행위등","계","범죄자[명]","명","103423","106256","89858","80113","73002","40963","36647","31885","28625","25342",
"폭력행위등","자영자","범죄자[명]","명","17305","16889","12795","11709","12978","6292","5299","5112","4079","3401",
"폭력행위등","농.임.수산업","범죄자[명]","명","1787","1826","1531","1432","1380","494","404","363","315","281",
"폭력행위등","광업","범죄자[명]","명","2","8","4","2","5","3","1","1","-","-",
"폭력행위등","제조업","범죄자[명]","명","382","349","186","169","217","96","87","63","44","45",
"폭력행위등","건설업","범죄자[명]","명","1240","1135","1337","1181","1248","623","567","499","434","395",
"폭력행위등","도.소매업","범죄자[명]","명","896","813","161","97","229","122","72","99","37","14",
"폭력행위등","무역업","범죄자[명]","명","106","90","85","76","74","36","24","36","26","13",
"폭력행위등","요식업","범죄자[명]","명","1568","1522","736","595","663","313","253","230","182","149",
